4522;BI;38388
9796;CS;33854
3333;BI;32935
1426;DS;26513
5179;DS;40230
3915;BI;6085
9894;CS;48936
9729;DS;32265
1069;BI;32715
9836;CS;12816
3627;BI;6480
2439;BI;49874
1669;CS;19505
1943;CS;20229
2190;CS;1758
8975;DS;19405
3314;CS;7947
4215;CS;7616
5552;BI;6621
6437;CS;42719
5300;CS;16661
8040;BI;3660
1167;CS;1423
8828;BI;38980
384;CS;49721
6091;BI;4033
6217;BI;21877
5853;DS;12146
617;DS;6370
7504;BI;41849
8661;BI;40676
6316;DS;11431
6351;BI;18034
796;BI;29182
2001;DS;47511
6850;DS;28964
605;CS;44684
7322;CS;47996
3241;CS;8451
6975;CS;11029
4267;CS;11617
3411;BI;29190
4444;DS;13417
7027;CS;33539
6409;DS;45524
1766;DS;35568
245;DS;18883
5751;DS;26289
4980;CS;15727
847;BI;48788
5009;DS;32005
716;DS;8287
167;DS;8552
962;BI;44918
9045;DS;40449
5979;CS;47229
3825;CS;1935
4708;CS;15955
8062;BI;48024
9613;CS;32742
8630;CS;31114
6552;CS;38756
6828;DS;16804
2611;CS;12285
4396;CS;28446
5267;BI;3525
6703;BI;532
4359;DS;34387
2744;DS;15222
3601;CS;28282
8085;DS;24527
4222;DS;41052
8581;CS;25606
7735;CS;21260
1416;DS;45093
1793;DS;10836
6279;DS;45489
3416;CS;25235
5425;DS;14940
2570;CS;44026
177;BI;4741
2607;DS;1956
5267;DS;11619
4865;BI;22061
6571;DS;28073
3877;DS;19202
1559;BI;30838
9573;CS;27541
9628;BI;363
8549;BI;2649
6889;CS;21806
8386;CS;4891
6551;CS;3247
3605;BI;23299
3090;DS;12292
8663;CS;22176
6770;CS;21722
3103;DS;42205
2237;CS;15399
1327;CS;6292
1663;CS;7530
9704;CS;13650
2993;DS;26585
5213;CS;22775
4546;CS;27256
6864;CS;18342
8440;BI;41103
8339;BI;21560
1152;DS;28343
7822;DS;18988
1568;CS;709
3858;BI;18586
1668;DS;69
6067;DS;26743
2751;CS;45631
3195;BI;36466
7194;BI;26634
5457;BI;37825
6233;CS;5996
3875;BI;43480
3671;BI;26694
9720;BI;39670
9791;DS;43131
8212;DS;36473
4661;CS;30000
3107;CS;24926
5221;CS;7949
1862;DS;10209
5519;BI;8297
9475;BI;44447
4176;CS;22764
8382;BI;33142
2022;DS;16498
6461;CS;36524
8969;CS;31015
5845;DS;30791
5096;CS;4411
1776;BI;37709
4003;DS;34429
7828;DS;39934
89;BI;37007
9018;BI;49462
5791;BI;7172
2485;DS;13873
9525;CS;32584
3241;CS;49506
695;DS;18027
82;BI;10855
1010;CS;45995
8911;CS;1281
4142;DS;42631
8357;DS;2581
1368;DS;46608
1735;CS;1514
2466;CS;25500
7232;DS;40580
9732;CS;32934
6624;CS;9680
7349;BI;49501
973;DS;21119
5013;CS;35752
914;BI;6113
653;DS;6640
6015;DS;49073
864;DS;15784
1938;BI;1149
3844;DS;21928
6429;BI;33924
7892;CS;8600
798;CS;45972
3756;CS;9075
7576;DS;16410
8153;CS;27211
7761;CS;28300
1288;CS;45812
3689;DS;19217
4875;DS;43330
7769;DS;40348
5749;CS;13173
2727;BI;48707
4210;BI;26180
6792;DS;43117
9715;BI;12999
1841;DS;7054
3840;BI;16537
683;BI;18457
2014;CS;30819
5566;CS;17259
6780;DS;24461
8646;CS;40517
6234;DS;18638
7790;DS;27760
4956;BI;33029
722;DS;43840
9950;BI;36835
5405;CS;2445
7059;CS;24346
380;DS;1975
8898;CS;12387
1739;CS;32702
8579;CS;12825
3453;DS;34390
8650;DS;37170
2052;CS;2508
6162;CS;4443
7298;DS;3535
9368;BI;32529
9902;BI;6882
2003;DS;9372
9293;BI;26088
987;DS;19821
8885;DS;38753
5212;CS;2650
3002;DS;23065
746;BI;5710
2722;DS;44728
5678;BI;1061
9144;CS;36580
2871;CS;39441
3342;CS;37151
1178;CS;19610
3392;BI;8429
3226;CS;8496
5933;BI;48438
1166;CS;7808
5380;DS;15553
3251;CS;12280
3563;BI;13874
6149;CS;13066
5128;CS;17380
4946;DS;22069
4089;CS;38503
8474;DS;44602
3628;DS;7347
9743;BI;17188
8250;DS;35564
1005;BI;45757
1439;BI;9700
1488;CS;24224
8834;BI;33192
2401;BI;37316
9070;CS;13764
9478;BI;15022
151;BI;45505
4473;BI;28060
1185;CS;21379
8283;DS;38653
6373;DS;1742
9255;BI;9706
6905;BI;46083
4375;BI;39208
8965;DS;44992
9482;DS;21818
3599;CS;44565
3517;BI;23103
4654;DS;827
3352;DS;46920
6355;BI;48686
954;BI;39029
6148;DS;33105
79;BI;41801
5117;BI;18789
5573;DS;32506
1721;DS;21259
3186;CS;22666
7879;BI;204
9618;CS;35372
1440;CS;4709
4857;DS;39984
9229;DS;10393
4038;CS;41452
6989;BI;4660
9745;DS;25992
6358;DS;37683
9030;DS;18322
4037;CS;20208
9176;BI;42961
6664;DS;4357
2138;CS;46608
1;BI;35402
5041;BI;14420
6892;BI;16859
5233;CS;33105
8587;BI;8692
2035;CS;17089
2849;CS;17762
7685;CS;31970
912;CS;45735
8366;CS;9509
2755;CS;11022
6144;BI;46333
6122;BI;26044
2326;DS;42907
9704;BI;2516
3486;DS;14096
6732;CS;6923
3295;DS;2777
4693;BI;2553
91;CS;21981
442;DS;45718
612;CS;1374
9926;DS;31676
6640;DS;3734
4961;DS;44293
8291;DS;27763
3412;CS;32225
3617;DS;27551
9934;CS;26672
7942;BI;9046
3769;CS;7566
1041;CS;19293
4177;DS;25286
5879;BI;7307
7689;DS;10520
8791;CS;24414
5392;DS;37796
6118;BI;9973
198;BI;1690
269;BI;9252
1977;DS;3112
8426;BI;10505
9898;CS;12247
7525;DS;37318
7036;CS;37308
1772;DS;17662
2037;BI;18337
773;BI;29347
6443;DS;43710
9015;DS;40208
9715;CS;32455
6522;DS;22417
6607;BI;27622
8870;DS;15646
1831;DS;18873
4682;DS;6982
277;DS;19341
5733;DS;27424
1706;DS;18491
2897;DS;6906
4934;DS;10714
1219;CS;26144
9838;DS;47453
1068;BI;31757
5014;BI;16314
6116;DS;27131
7240;CS;45327
770;CS;36955
4384;BI;19670
3432;BI;1309
2786;BI;22802
5972;BI;26341
2139;CS;5715
9750;CS;25955
8294;CS;1933
3071;DS;1168
5979;DS;12444
7031;BI;36602
9599;CS;14926
3326;CS;28802
3359;CS;43322
4195;BI;36658
9650;BI;3634
1309;DS;49507
1151;CS;23090
4602;CS;16805
2049;BI;48073
297;CS;43095
1294;BI;4497
4939;DS;13051
739;CS;20666
264;DS;48629
4801;BI;44134
5471;BI;27186
5592;CS;11899
5447;CS;35472
6307;CS;32868
7017;DS;35495
3262;CS;36094
3120;BI;39467
5713;CS;33707
709;DS;27841
9951;DS;22607
4526;DS;27924
5299;CS;45226
3172;DS;29622
8021;BI;17726
9986;CS;20362
3060;CS;4397
870;CS;13120
9134;CS;28707
1939;BI;35436
490;DS;39583
3961;CS;40042
6242;DS;15504
8463;BI;47241
6841;BI;15898
8806;DS;13140
1300;BI;28129
7503;DS;44816
3504;CS;8865
1346;DS;6340
1806;CS;47681
2488;DS;22211
1483;DS;40185
6176;DS;1117
1915;BI;13889
3948;DS;11342
7419;BI;33777
1851;CS;37641
5275;DS;45966
9526;DS;14829
5724;BI;20765
8401;CS;38730
9196;BI;12267
4953;CS;25799
1328;DS;21064
6028;DS;19402
8840;BI;36260
2620;CS;35304
6013;DS;46495
9197;CS;43532
8564;CS;14639
6456;CS;41690
1135;DS;32849
8654;DS;7891
8879;CS;21109
9422;BI;22182
9766;CS;1310
4188;CS;5885
3787;CS;23691
7895;BI;31043
7133;BI;22075
237;CS;20617
789;BI;34397
3733;DS;863
8627;DS;6995
1100;BI;20885
3482;CS;19375
3368;BI;3047
4565;DS;30680
1795;BI;27653
9752;CS;9065
6742;BI;26650
8838;DS;29472
1622;BI;2850
5742;DS;45703
4087;CS;35356
8048;BI;26246
6976;DS;12188
1454;DS;49582
655;DS;25009
125;BI;15442
1160;DS;37781
6586;DS;16426
8915;DS;16607
3704;DS;2470
5731;DS;35292
7474;CS;34103
9263;BI;36939
9760;DS;5114
4520;BI;17248
2964;DS;14972
364;BI;37338
4206;DS;32787
7103;DS;28741
8437;DS;43149
752;BI;19947
3918;DS;18609
3064;DS;30363
9366;BI;43823
4320;CS;45123
4939;DS;28199
6716;DS;10893
1694;CS;1538
7786;BI;48847
4912;DS;27504
7032;BI;16666
6774;DS;28764
4697;DS;9908
9534;BI;10015
3606;DS;49445
146;CS;31981
5429;DS;25672
7261;BI;19107
4225;BI;9631
5749;CS;18531
4361;CS;14877
8099;BI;3813
3067;CS;1928
1206;CS;33436
3059;DS;11192
8342;CS;16094
5151;DS;7946
2919;DS;24353
4126;DS;46605
9248;DS;49055
442;CS;18556
6072;BI;46722
989;CS;32771
1736;DS;45104
6005;CS;45440
2124;BI;44258
8402;BI;12826
212;CS;41549
2372;BI;26700
6543;BI;21990
9273;DS;10875
29;DS;874
393;CS;19633
4778;BI;19327
1017;CS;40681
562;BI;32653
8581;BI;44766
7754;CS;24747
7902;CS;29292
8188;CS;20887
4873;CS;19654
52;BI;15977
6874;CS;9055
4245;BI;6107
7856;CS;3886
9549;BI;8872
9468;CS;30273
2250;DS;732
7490;BI;47299
3314;DS;14870
7674;DS;33834
6976;CS;31559
9456;BI;45309
7183;DS;9128
301;DS;20020
3654;BI;37558
8407;BI;32228
2847;BI;20981
5071;CS;2791
6596;BI;11940
5119;DS;22281
4192;CS;11564
5770;DS;37963
164;BI;33072
3336;CS;26561
5973;BI;8737
8270;CS;22035
7528;DS;24511
7013;CS;14116
3247;CS;16267
9697;BI;36300
2661;DS;47646
4792;DS;12847
5112;CS;48807
9362;CS;48202
3625;CS;26621
9497;DS;2016
7058;CS;46732
837;DS;32144
2787;CS;5660
1456;DS;3515
7808;CS;15061
5155;BI;13897
3680;CS;15734
4676;DS;19981
7231;CS;14775
4620;DS;15439
8459;BI;37291
2337;BI;5212
6230;CS;22105
1050;CS;5835
9214;DS;9442
5141;DS;18125
9724;DS;33002
7124;BI;9837
870;DS;21535
9622;DS;26434
1016;CS;32469
4610;BI;45266
1117;CS;49966
3622;CS;41309
6735;DS;44771
5214;DS;27584
61;CS;11959
5182;DS;46387
9136;CS;13848
560;CS;34889
6481;BI;24045
6298;BI;11410
1561;CS;44242
3285;BI;23299
9631;CS;35357
1945;CS;17494
4586;CS;18327
6341;CS;25753
8826;CS;23391
9260;DS;15797
3342;BI;48750
1179;CS;13286
3593;CS;8265
8089;DS;44659
7067;DS;15591
8039;CS;2295
8796;BI;28150
576;BI;30314
9522;BI;11189
4792;DS;13063
1434;DS;43976
7353;DS;29657
4119;BI;16794
6185;DS;11133
7422;DS;31210
280;DS;1168
9593;BI;42592
1142;BI;37076
3244;DS;40307
3782;DS;44120
1809;BI;31899
7468;DS;21868
2608;CS;35771
6554;CS;43041
5091;DS;39320
9612;DS;17022
8407;CS;48718
559;DS;26121
9603;CS;33809
8589;CS;20882
9547;BI;39823
9350;CS;3733
2218;BI;33562
8353;BI;38402
7855;CS;42415
679;CS;7528
1194;CS;5017
3122;CS;26206
3088;CS;27053
9547;CS;28103
5392;DS;4524
1776;CS;48856
8260;BI;49909
4891;CS;3620
7565;DS;211
8154;BI;30472
8871;CS;6049
5329;DS;677
3636;DS;28665
9539;BI;29511
5993;CS;33256
3791;BI;22906
8928;CS;24770
6894;DS;9122
382;DS;42877
525;CS;19677
3596;DS;37371
5455;CS;37124
27;CS;4537
5645;BI;16735
401;CS;47286
1178;BI;42984
7036;CS;41508
4305;BI;46414
1302;CS;1520
858;DS;5926
9689;DS;29684
8965;DS;28108
8804;DS;11822
781;DS;38233
1732;CS;30354
1018;DS;30630
6080;CS;41553
8938;DS;25411
4851;BI;8076
7346;BI;22828
262;BI;42445
8027;CS;13800
815;CS;41611
3573;CS;37213
9327;BI;37318
3560;CS;27096
6557;DS;45178
328;CS;3173
4591;CS;37445
8931;BI;33555
7842;BI;17827
8203;CS;28587
7537;BI;11316
8292;DS;6288
1405;BI;15914
9241;BI;13717
324;CS;7336
9967;BI;36570
4341;CS;1270
569;DS;4829
9528;DS;40882
1440;DS;20644
1664;BI;29383
7260;DS;38110
7931;DS;6063
1417;DS;21609
6280;BI;11794
6937;CS;1621
2800;BI;46212
1708;CS;17293
9011;DS;24366
3628;BI;524
6044;DS;18317
7683;BI;24216
586;BI;11558
8350;BI;45459
7881;BI;11109
7687;BI;17245
695;CS;48800
7221;DS;23136
8888;CS;26437
8881;BI;4101
8539;BI;2012
2708;DS;49126
2749;CS;33136
8878;DS;49252
1919;CS;10628
8829;DS;5760
8584;DS;32360
9065;DS;46810
5858;BI;35597
3030;DS;32338
35;CS;7367
8071;DS;48374
7061;DS;23345
7884;DS;16693
2873;BI;35569
1718;DS;14927
1930;CS;43007
8707;BI;31446
1458;DS;29209
4075;DS;47777
8608;BI;47766
6494;CS;18001
7673;CS;8271
9476;BI;31679
6084;BI;6918
751;BI;25226
6024;DS;4437
7749;DS;37205
172;BI;45342
7596;BI;40918
3245;BI;24394
9568;BI;41407
2098;DS;8407
7728;DS;11557
8714;CS;17086
9188;CS;17801
3550;CS;12455
5406;BI;13461
5964;CS;667
6967;DS;5351
9182;BI;41712
82;CS;14750
9307;DS;13556
8503;BI;23574
2230;BI;1577
4591;CS;7773
111;BI;32419
5855;BI;45995
6253;DS;43105
6773;CS;34165
2106;DS;27470
5771;DS;4957
4180;DS;14733
5701;DS;43736
1891;DS;14236
8959;BI;42532
6757;CS;15620
2556;DS;1111
2028;CS;4397
3927;DS;20911
9197;CS;27330
6679;BI;48224
1640;CS;35846
6790;BI;13618
9746;DS;4196
4121;DS;20440
6148;DS;24461
1843;BI;20123
530;CS;14280
2872;CS;24231
9165;DS;1946
5518;CS;13456
1856;DS;37417
9795;DS;19008
2203;BI;10875
4926;DS;14692
8951;DS;40487
7121;DS;47234
2522;CS;28176
5313;DS;14127
1915;BI;36443
6728;BI;43188
2805;BI;38064
7514;DS;17438
6246;BI;48407
9001;CS;6302
4125;DS;18306
1023;CS;35474
3263;DS;34289
6537;DS;36539
3791;CS;32966
1598;DS;26894
6980;DS;26612
2768;CS;23081
1307;CS;40704
5383;DS;3625
4071;CS;36614
9603;CS;2677
466;CS;33362
3638;DS;10624
5627;BI;49723
2479;DS;22398
3554;DS;15354
5478;DS;15438
8618;DS;46308
6279;BI;10850
8025;BI;13008
9326;DS;26099
5195;BI;15779
2571;DS;34084
2448;BI;19566
6179;BI;15252
3177;BI;48484
359;BI;25480
6252;DS;24445
5646;BI;17077
3165;BI;25356
8026;CS;26536
9886;BI;34122
452;BI;4880
9458;BI;32269
1676;DS;49716
7897;BI;26534
5044;BI;21468
6518;DS;5216
9106;CS;49230
8160;DS;5082
6183;CS;18252
4135;BI;21192
913;CS;20127
1368;CS;23059
214;CS;16499
2538;CS;8606
6666;DS;15539
7031;BI;43354
1926;DS;1145
2091;BI;49982
3363;CS;42722
7231;BI;17895
8984;CS;10562
7338;BI;26755
899;DS;23600
7411;CS;39185
4292;BI;39956
7037;BI;6993
2237;DS;22202
1799;DS;41842
882;BI;47155
2404;DS;24194
9004;DS;4543
895;CS;37541
3130;BI;35213
183;CS;38947
5523;DS;43467
6274;DS;15658
4152;DS;1667
9949;CS;9308
9907;BI;32324
6924;DS;37739
1747;CS;17516
5095;BI;49685
2636;BI;46000
4178;CS;31184
4230;DS;11709
7505;BI;15497
4417;DS;33832
5974;BI;40080
3800;DS;202
1046;BI;28915
3048;DS;42733
7901;CS;18211
5741;DS;38433
8887;CS;18726
792;DS;39658
